"","V1","V2","V3","V4","V5","V6"
"3114","MID","APXMIDP",20180111,30,57.75,1107.9
"3212","MID","APXMIDP",20180111,31,72.74,2021.75
"3310","MID","APXMIDP",20180111,32,79.2,1699.1
"3410","MID","APXMIDP",20180111,33,82.98,1848
"3510","MID","APXMIDP",20180111,34,92.49,1740.6
"3610","MID","APXMIDP",20180111,35,93.05,1865.25
"3710","MID","APXMIDP",20180111,36,88.68,1883.45
"3810","MID","APXMIDP",20180111,37,86.52,2184.5
"3910","MID","APXMIDP",20180111,38,79.26,2331.7
"4010","MID","APXMIDP",20180111,39,71.16,1489.4
"4114","MID","APXMIDP",20180111,40,65.44,946.4
"4212","MID","APXMIDP",20180111,41,74.54,1078.15
"4310","MID","APXMIDP",20180111,42,61.73,1388.95
"4410","MID","APXMIDP",20180111,43,55.77,1595.35
"4510","MID","APXMIDP",20180111,44,54.85,1462.3
"4610","MID","APXMIDP",20180111,45,54.38,1623.35
"4710","MID","APXMIDP",20180111,46,52.64,1741.2
"4810","MID","APXMIDP",20180111,47,47.5,470.35
"499","MID","APXMIDP",20180111,48,42.19,160.4
"250","MID","APXMIDP",20180112,1,42.99,181.75
"350","MID","APXMIDP",20180112,2,45.96,165.3
"450","MID","APXMIDP",20180112,3,47,151.3
"511","MID","APXMIDP",20180112,4,44.05,284.8
"611","MID","APXMIDP",20180112,5,42.33,237.45
"711","MID","APXMIDP",20180112,6,42.38,178.75
"811","MID","APXMIDP",20180112,7,40.83,263.5
"911","MID","APXMIDP",20180112,8,39.84,426.15
"1011","MID","APXMIDP",20180112,9,39.85,271.5
"1111","MID","APXMIDP",20180112,10,39.59,247
"1211","MID","APXMIDP",20180112,11,39.65,144
"1311","MID","APXMIDP",20180112,12,41.54,294
"1411","MID","APXMIDP",20180112,13,43.88,435.5
"1511","MID","APXMIDP",20180112,14,43.96,441.35
"1611","MID","APXMIDP",20180112,15,51.3,791.15
"1711","MID","APXMIDP",20180112,16,56.82,845.55
"1811","MID","APXMIDP",20180112,17,57.5,716.1
"1911","MID","APXMIDP",20180112,18,59.14,1013.55
"2011","MID","APXMIDP",20180112,19,58.37,867.9
"2115","MID","APXMIDP",20180112,20,56.97,865.35
"2213","MID","APXMIDP",20180112,21,55.62,922.1
"2311","MID","APXMIDP",20180112,22,53.9,1003.1
"2411","MID","APXMIDP",20180112,23,49.06,797.95
"2511","MID","APXMIDP",20180112,24,48.8,922.45
"2611","MID","APXMIDP",20180112,25,48.86,867.45
"2711","MID","APXMIDP",20180112,26,48.58,909.1
"2811","MID","APXMIDP",20180112,27,46.77,967.95
"2911","MID","APXMIDP",20180112,28,46.16,1234.75
"3011","MID","APXMIDP",20180112,29,46.3,1408.75
"3115","MID","APXMIDP",20180112,30,45.67,1485.05
"3213","MID","APXMIDP",20180112,31,48.09,1021
"3311","MID","APXMIDP",20180112,32,48.15,930.85
"3411","MID","APXMIDP",20180112,33,48.53,1202
"3511","MID","APXMIDP",20180112,34,61.08,1074.2
"3611","MID","APXMIDP",20180112,35,63.54,1185.05
"3711","MID","APXMIDP",20180112,36,63.26,1294
"3811","MID","APXMIDP",20180112,37,59.21,1319.55
"3911","MID","APXMIDP",20180112,38,60.38,1659.15
"4011","MID","APXMIDP",20180112,39,55.87,1809.5
"4115","MID","APXMIDP",20180112,40,51.59,1690.95
"4213","MID","APXMIDP",20180112,41,50.09,1458.15
"4311","MID","APXMIDP",20180112,42,48.37,1438.25
"4411","MID","APXMIDP",20180112,43,47.29,1410.4
"4511","MID","APXMIDP",20180112,44,46.53,1480.5
"4611","MID","APXMIDP",20180112,45,45.77,1740.7
"4711","MID","APXMIDP",20180112,46,45.78,2336.2
"4811","MID","APXMIDP",20180112,47,46.12,718.2
"4910","MID","APXMIDP",20180112,48,44.98,561
"260","MID","APXMIDP",20180113,1,45.46,516.5
"360","MID","APXMIDP",20180113,2,46.12,580.4
"460","MID","APXMIDP",20180113,3,47.06,657.15
"512","MID","APXMIDP",20180113,4,44.89,608.35
"612","MID","APXMIDP",20180113,5,44.2,565.5
"712","MID","APXMIDP",20180113,6,44.3,609.5
"812","MID","APXMIDP",20180113,7,35.82,302.5
"912","MID","APXMIDP",20180113,8,35.57,370.65
"1012","MID","APXMIDP",20180113,9,35.74,429.05
"1112","MID","APXMIDP",20180113,10,35.4,449.6
"1212","MID","APXMIDP",20180113,11,35.75,453.45
"1312","MID","APXMIDP",20180113,12,36.89,623.25
"1412","MID","APXMIDP",20180113,13,38.88,606.65
"1512","MID","APXMIDP",20180113,14,38.78,694.3
"1612","MID","APXMIDP",20180113,15,42.15,960.4
"1712","MID","APXMIDP",20180113,16,43.39,716.9
"1812","MID","APXMIDP",20180113,17,45.65,486.6
"1912","MID","APXMIDP",20180113,18,46.72,602.5
"2012","MID","APXMIDP",20180113,19,47.49,795.35
"2116","MID","APXMIDP",20180113,20,47.07,726.95
"2214","MID","APXMIDP",20180113,21,47.28,874.1
"2312","MID","APXMIDP",20180113,22,48.34,937.3
"2412","MID","APXMIDP",20180113,23,49.77,1011.05
"2512","MID","APXMIDP",20180113,24,49.92,1081.35
"2612","MID","APXMIDP",20180113,25,50.98,984.4
"2712","MID","APXMIDP",20180113,26,51.03,962.5
"2812","MID","APXMIDP",20180113,27,54.1,1158.95
"2912","MID","APXMIDP",20180113,28,53.05,1140
"3012","MID","APXMIDP",20180113,29,52.37,1212.2
"3116","MID","APXMIDP",20180113,30,50.59,1277.4
"3214","MID","APXMIDP",20180113,31,53.1,1448.95
"3312","MID","APXMIDP",20180113,32,54.1,1262
"3412","MID","APXMIDP",20180113,33,51.16,1379.9
"3512","MID","APXMIDP",20180113,34,63,1795.85
"3612","MID","APXMIDP",20180113,35,74.03,1365.5
"3712","MID","APXMIDP",20180113,36,76.15,1410.15
"3812","MID","APXMIDP",20180113,37,73.06,1381
"3912","MID","APXMIDP",20180113,38,68.61,1706
"4012","MID","APXMIDP",20180113,39,56.2,1647.2
"4116","MID","APXMIDP",20180113,40,52.08,1558.6
"4214","MID","APXMIDP",20180113,41,51.39,1119.75
"4312","MID","APXMIDP",20180113,42,49.64,1274.55
"4412","MID","APXMIDP",20180113,43,47.43,1161.25
"4512","MID","APXMIDP",20180113,44,46.28,1156.65
"4612","MID","APXMIDP",20180113,45,46.23,855.45
"4712","MID","APXMIDP",20180113,46,44.69,907.75
"4812","MID","APXMIDP",20180113,47,42.05,346.85
"4911","MID","APXMIDP",20180113,48,40.63,357.3
"270","MID","APXMIDP",20180114,1,40.88,488.3
"370","MID","APXMIDP",20180114,2,41.74,434.05
"470","MID","APXMIDP",20180114,3,45.83,402.9
"513","MID","APXMIDP",20180114,4,45.78,301
"613","MID","APXMIDP",20180114,5,43.69,380.7
"713","MID","APXMIDP",20180114,6,42.44,322.1
"813","MID","APXMIDP",20180114,7,41.21,553
"913","MID","APXMIDP",20180114,8,40.67,501.2
"1013","MID","APXMIDP",20180114,9,40.49,503.95
"1113","MID","APXMIDP",20180114,10,39.56,592.55
"1213","MID","APXMIDP",20180114,11,40.4,562.8
"1313","MID","APXMIDP",20180114,12,38.89,660.95
"1413","MID","APXMIDP",20180114,13,40.63,620.95
"1513","MID","APXMIDP",20180114,14,39.79,740.95
"1613","MID","APXMIDP",20180114,15,29.19,563
"1713","MID","APXMIDP",20180114,16,28.87,634
"1813","MID","APXMIDP",20180114,17,29.65,990.3
"1913","MID","APXMIDP",20180114,18,33.22,1121.3
"2013","MID","APXMIDP",20180114,19,44.23,1069.55
"2117","MID","APXMIDP",20180114,20,44.28,900.1
"2215","MID","APXMIDP",20180114,21,45.1,910
"2313","MID","APXMIDP",20180114,22,44.28,860.9
"2413","MID","APXMIDP",20180114,23,47.28,752.95
"2513","MID","APXMIDP",20180114,24,47.77,765.4
"2613","MID","APXMIDP",20180114,25,47.72,646.15
"2713","MID","APXMIDP",20180114,26,47.95,602.4
"2813","MID","APXMIDP",20180114,27,45.58,816.3
"2913","MID","APXMIDP",20180114,28,43.11,590.15
"3013","MID","APXMIDP",20180114,29,42.72,794.7
"3117","MID","APXMIDP",20180114,30,42.15,782.55
"3215","MID","APXMIDP",20180114,31,52.64,1591.45
"3313","MID","APXMIDP",20180114,32,52.12,1660.9
"3413","MID","APXMIDP",20180114,33,52.35,1717.7
"3513","MID","APXMIDP",20180114,34,64.81,2043.95
"3613","MID","APXMIDP",20180114,35,68.24,1607.6
"3713","MID","APXMIDP",20180114,36,67.27,1648.7
"3813","MID","APXMIDP",20180114,37,58.44,1629.15
"3913","MID","APXMIDP",20180114,38,54.52,1861.45
"4013","MID","APXMIDP",20180114,39,49.57,1638.2
"4117","MID","APXMIDP",20180114,40,49.55,1566.85
"4215","MID","APXMIDP",20180114,41,49.26,1527.15
"4313","MID","APXMIDP",20180114,42,48.62,1328.9
"4413","MID","APXMIDP",20180114,43,50.23,1694.4
"4513","MID","APXMIDP",20180114,44,47.51,1563.1
"4613","MID","APXMIDP",20180114,45,44.51,1470
"4713","MID","APXMIDP",20180114,46,44.71,1719.6
"4813","MID","APXMIDP",20180114,47,41.45,745.5
"4912","MID","APXMIDP",20180114,48,31.31,535.35
"280","MID","APXMIDP",20180115,1,36.04,552.8
"380","MID","APXMIDP",20180115,2,41.41,783.15
"480","MID","APXMIDP",20180115,3,40.17,607.2
"514","MID","APXMIDP",20180115,4,38.18,683.2
"614","MID","APXMIDP",20180115,5,37.68,460
"714","MID","APXMIDP",20180115,6,37.54,428.55
"814","MID","APXMIDP",20180115,7,38.2,538
"914","MID","APXMIDP",20180115,8,38.03,444.75
"1014","MID","APXMIDP",20180115,9,38.05,522.1
"1114","MID","APXMIDP",20180115,10,38.68,497
"1214","MID","APXMIDP",20180115,11,43.33,369.5
"1314","MID","APXMIDP",20180115,12,43.46,574.5
"1414","MID","APXMIDP",20180115,13,55.82,551.95
"1514","MID","APXMIDP",20180115,14,53.23,1573.75
"1614","MID","APXMIDP",20180115,15,51.33,930
"1714","MID","APXMIDP",20180115,16,55.05,891.45
"1814","MID","APXMIDP",20180115,17,65.74,940.15
"1914","MID","APXMIDP",20180115,18,66.55,959.85
"2014","MID","APXMIDP",20180115,19,73,967.95
"2118","MID","APXMIDP",20180115,20,72.54,1069.35
"2216","MID","APXMIDP",20180115,21,68.21,1106.65
"2314","MID","APXMIDP",20180115,22,64.85,1461.5
"2414","MID","APXMIDP",20180115,23,55.33,1679
"2514","MID","APXMIDP",20180115,24,54.91,1624.45
"2614","MID","APXMIDP",20180115,25,55.01,1624.55
"2714","MID","APXMIDP",20180115,26,52.46,1540.5
"2814","MID","APXMIDP",20180115,27,49.37,1296.2
"2914","MID","APXMIDP",20180115,28,48.75,1256.75
"3014","MID","APXMIDP",20180115,29,47.7,1406.35
"3118","MID","APXMIDP",20180115,30,46.57,1685.25
"3216","MID","APXMIDP",20180115,31,47.57,1350
"3314","MID","APXMIDP",20180115,32,48.72,1261.4
"3414","MID","APXMIDP",20180115,33,48.42,1648.4
"3514","MID","APXMIDP",20180115,34,53.99,1636.15
"3614","MID","APXMIDP",20180115,35,57.18,1860
"3714","MID","APXMIDP",20180115,36,56.88,1833.8
"3814","MID","APXMIDP",20180115,37,56.91,1840.4
"3914","MID","APXMIDP",20180115,38,55.93,2095.45
"4014","MID","APXMIDP",20180115,39,53.95,1623.05
"4118","MID","APXMIDP",20180115,40,51.05,1427.5
"4216","MID","APXMIDP",20180115,41,50.53,1650.55
"4314","MID","APXMIDP",20180115,42,49.62,1195.15
"4414","MID","APXMIDP",20180115,43,49.15,1386.25
"4514","MID","APXMIDP",20180115,44,46.93,1196.95
"4614","MID","APXMIDP",20180115,45,46.79,1179.6
"4714","MID","APXMIDP",20180115,46,43.74,1198.75
"4814","MID","APXMIDP",20180115,47,42.05,645.85
"4913","MID","APXMIDP",20180115,48,44.46,612.2
"290","MID","APXMIDP",20180116,1,48.27,600
"390","MID","APXMIDP",20180116,2,50.67,699.1
"490","MID","APXMIDP",20180116,3,52.31,387.65
"515","MID","APXMIDP",20180116,4,50.79,371.5
"615","MID","APXMIDP",20180116,5,51.25,371.5
"715","MID","APXMIDP",20180116,6,49.75,302.1
"815","MID","APXMIDP",20180116,7,44.05,459.7
"915","MID","APXMIDP",20180116,8,43.36,436.85
"1015","MID","APXMIDP",20180116,9,42.47,432.55
"1115","MID","APXMIDP",20180116,10,42.37,441.55
"1215","MID","APXMIDP",20180116,11,44.22,765.45
"1315","MID","APXMIDP",20180116,12,43.98,978.05
"1415","MID","APXMIDP",20180116,13,47.17,1058.35
"1515","MID","APXMIDP",20180116,14,47.08,1372.45
"1615","MID","APXMIDP",20180116,15,53.24,1292.5
"1715","MID","APXMIDP",20180116,16,55.73,984.35
"1815","MID","APXMIDP",20180116,17,53.34,1080.7
"1915","MID","APXMIDP",20180116,18,51.33,1158.15
"2015","MID","APXMIDP",20180116,19,52.95,1165.6
"2119","MID","APXMIDP",20180116,20,50.94,1030.25
"2217","MID","APXMIDP",20180116,21,50.8,976.95
"2315","MID","APXMIDP",20180116,22,49.76,1102.65
"2415","MID","APXMIDP",20180116,23,42.64,1059.4
"2515","MID","APXMIDP",20180116,24,42.61,1008.8
"2615","MID","APXMIDP",20180116,25,42.51,1077.1
"2715","MID","APXMIDP",20180116,26,42.39,1129.1
"2815","MID","APXMIDP",20180116,27,42.63,1014.2
"2915","MID","APXMIDP",20180116,28,42.86,960.4
"3015","MID","APXMIDP",20180116,29,42.83,1081.15
"3119","MID","APXMIDP",20180116,30,43.85,1105.15
"3217","MID","APXMIDP",20180116,31,45.62,977.15
"3315","MID","APXMIDP",20180116,32,48.87,698.2
"3415","MID","APXMIDP",20180116,33,47.05,1287.45
"3515","MID","APXMIDP",20180116,34,69.42,828.3
"3615","MID","APXMIDP",20180116,35,74.51,1007.35
"3715","MID","APXMIDP",20180116,36,74.72,1163.95
"3815","MID","APXMIDP",20180116,37,72,1063.25
"3915","MID","APXMIDP",20180116,38,67.48,1069.05
"4015","MID","APXMIDP",20180116,41,55.13,1025.3
"4119","MID","APXMIDP",20180116,42,50.43,1027.45
"4217","MID","APXMIDP",20180116,43,47.83,1425.8
"4315","MID","APXMIDP",20180116,44,45.01,1425.8
"4415","MID","APXMIDP",20180116,45,46.11,1266.05
"4515","MID","APXMIDP",20180116,46,44.02,1610.4
"4615","MID","APXMIDP",20180116,47,49.22,294.35
"4715","MID","APXMIDP",20180116,48,48.42,245.9
"2100","MID","APXMIDP",20180117,1,46.99,368.45
"3100","MID","APXMIDP",20180117,2,52.16,226.05
"4100","MID","APXMIDP",20180117,3,52.68,323.65
"516","MID","APXMIDP",20180117,4,51.32,300.2
"616","MID","APXMIDP",20180117,5,50.89,296.3
"716","MID","APXMIDP",20180117,6,50.88,344.35
"816","MID","APXMIDP",20180117,7,42.12,418.7
"916","MID","APXMIDP",20180117,8,38.45,500.35
"1016","MID","APXMIDP",20180117,9,37.14,544.85
"1116","MID","APXMIDP",20180117,10,35.42,691.5
"1216","MID","APXMIDP",20180117,11,35.89,686.45
"1316","MID","APXMIDP",20180117,12,35.71,722.75
"1416","MID","APXMIDP",20180117,13,44.32,729.05
"1516","MID","APXMIDP",20180117,14,41.85,1054.2
"1616","MID","APXMIDP",20180117,15,42.4,684.95
"1716","MID","APXMIDP",20180117,16,51.6,623.25
"1816","MID","APXMIDP",20180117,17,46.91,539.75
"1916","MID","APXMIDP",20180117,18,47.54,611.25
"2016","MID","APXMIDP",20180117,19,52.57,703.85
"2120","MID","APXMIDP",20180117,20,53.12,880.25
"2218","MID","APXMIDP",20180117,21,50.95,803.7
"2316","MID","APXMIDP",20180117,22,48.93,723.4
"2416","MID","APXMIDP",20180117,23,44.13,847.3
"2516","MID","APXMIDP",20180117,24,43.58,812.7
"2616","MID","APXMIDP",20180117,25,42.95,859.65
"2716","MID","APXMIDP",20180117,26,43.1,811.9
"2816","MID","APXMIDP",20180117,27,43,863.5
"2916","MID","APXMIDP",20180117,28,44.95,696.65
"3016","MID","APXMIDP",20180117,29,46.72,652.55
"3120","MID","APXMIDP",20180117,30,47.65,726.9
"3218","MID","APXMIDP",20180117,31,52.82,1027.85
"3316","MID","APXMIDP",20180117,32,53.23,1063.5
"3416","MID","APXMIDP",20180117,33,48.85,1517.3
"3516","MID","APXMIDP",20180117,34,56.21,1033.95
"3616","MID","APXMIDP",20180117,35,64.77,1294.5
"3716","MID","APXMIDP",20180117,36,65.51,1423.5
"3816","MID","APXMIDP",20180117,37,66.28,1451.4
"3916","MID","APXMIDP",20180117,38,65.18,1461
"4016","MID","APXMIDP",20180117,39,64.52,1427.5
"4120","MID","APXMIDP",20180117,40,58.46,1125.15
"4218","MID","APXMIDP",20180117,41,53.89,874.45
"4316","MID","APXMIDP",20180117,42,57.1,1027.75
"4416","MID","APXMIDP",20180117,43,54.98,1102.85
"4516","MID","APXMIDP",20180117,44,51.8,1075.85
"4616","MID","APXMIDP",20180117,45,49.7,1132.05
"4716","MID","APXMIDP",20180117,46,45.65,1654.9
"4815","MID","APXMIDP",20180117,47,40.44,434.7
"4914","MID","APXMIDP",20180117,48,40.53,524.4
"2101","MID","APXMIDP",20180118,1,40.72,701.75
"3101","MID","APXMIDP",20180118,2,44.83,456.1
"4101","MID","APXMIDP",20180118,3,43.68,560.35
"517","MID","APXMIDP",20180118,4,41,423.3
"617","MID","APXMIDP",20180118,5,40.86,359.3
"717","MID","APXMIDP",20180118,6,40.78,436.7
"817","MID","APXMIDP",20180118,7,37.32,640.8
"917","MID","APXMIDP",20180118,8,37.25,657.5
"1017","MID","APXMIDP",20180118,9,36.9,682.85
"1117","MID","APXMIDP",20180118,10,36.54,726.25
"1217","MID","APXMIDP",20180118,11,37.27,469.9
"1317","MID","APXMIDP",20180118,12,40.51,524.95
"1417","MID","APXMIDP",20180118,13,49.13,798.65
"1517","MID","APXMIDP",20180118,14,46.22,929.15
"1617","MID","APXMIDP",20180118,15,56.46,788.3
"1717","MID","APXMIDP",20180118,16,61.95,705.45
"1817","MID","APXMIDP",20180118,17,65.42,546.35
"1917","MID","APXMIDP",20180118,18,61.23,678.8
"2017","MID","APXMIDP",20180118,19,49.98,615.4
"2121","MID","APXMIDP",20180118,20,49.28,613.25
"2219","MID","APXMIDP",20180118,21,47.55,759.4
"2317","MID","APXMIDP",20180118,22,46.83,934.9
"2417","MID","APXMIDP",20180118,23,43.61,1024.4
"2517","MID","APXMIDP",20180118,24,43.84,879.5
"2617","MID","APXMIDP",20180118,25,44.07,871.7
"2717","MID","APXMIDP",20180118,26,45.23,1114.5
"2817","MID","APXMIDP",20180118,27,49.08,1133.75
"2917","MID","APXMIDP",20180118,28,49.28,1131.35
"3017","MID","APXMIDP",20180118,29,51.72,1133.1
"3121","MID","APXMIDP",20180118,30,50.76,1192.6
"3219","MID","APXMIDP",20180118,31,54.82,1071.9
"3317","MID","APXMIDP",20180118,32,56.66,1029
"3417","MID","APXMIDP",20180118,33,54.2,1278.4
"3517","MID","APXMIDP",20180118,34,68.19,839.15
"3617","MID","APXMIDP",20180118,35,76.33,842.75
"3717","MID","APXMIDP",20180118,36,79.6,1021.45
"3817","MID","APXMIDP",20180118,37,74.97,1088.1
"3917","MID","APXMIDP",20180118,38,65.65,1356.2
"4017","MID","APXMIDP",20180118,39,63.74,1078.75
"4121","MID","APXMIDP",20180118,40,58.99,1077
"4219","MID","APXMIDP",20180118,41,58.34,928.6
"4317","MID","APXMIDP",20180118,42,55.36,913.9
"4417","MID","APXMIDP",20180118,43,53.35,1069.55
"4517","MID","APXMIDP",20180118,44,47.15,1231.75
"4617","MID","APXMIDP",20180118,45,45.66,1651.35
"4717","MID","APXMIDP",20180118,46,45.24,1960.3
"4816","MID","APXMIDP",20180118,47,46.36,362.1
"4915","MID","APXMIDP",20180118,48,44.96,380.6
"2102","MID","APXMIDP",20180119,1,42.81,175.05
"3102","MID","APXMIDP",20180119,2,42.54,264.75
"4102","MID","APXMIDP",20180119,3,40.89,433
"518","MID","APXMIDP",20180119,4,40.92,405.95
"618","MID","APXMIDP",20180119,5,43.34,513.65
"718","MID","APXMIDP",20180119,6,42.13,391.75
"818","MID","APXMIDP",20180119,7,41.02,521
"918","MID","APXMIDP",20180119,8,38.72,556
"1018","MID","APXMIDP",20180119,9,35.47,514.55
"1118","MID","APXMIDP",20180119,10,33.92,495.65
"1218","MID","APXMIDP",20180119,11,32.2,505.5
"1318","MID","APXMIDP",20180119,12,35.18,426.05
"1418","MID","APXMIDP",20180119,13,44.22,750.9
"1518","MID","APXMIDP",20180119,14,41.88,1098.5
"1618","MID","APXMIDP",20180119,15,49.88,1127
"1718","MID","APXMIDP",20180119,16,54.16,803.3
"1818","MID","APXMIDP",20180119,17,59.71,633.95
"1918","MID","APXMIDP",20180119,18,55.85,781.3
"2018","MID","APXMIDP",20180119,19,57.26,592.5
"2122","MID","APXMIDP",20180119,20,56.4,610.55
"2220","MID","APXMIDP",20180119,21,54.99,796.95
"2318","MID","APXMIDP",20180119,22,50.77,780.75
"2418","MID","APXMIDP",20180119,23,43.13,1318.3
"2518","MID","APXMIDP",20180119,24,42.84,1472.3
"2618","MID","APXMIDP",20180119,25,43.09,1559.8
"2718","MID","APXMIDP",20180119,26,42.94,1612.05
"2818","MID","APXMIDP",20180119,27,42.76,1837.5
"2918","MID","APXMIDP",20180119,28,42.64,1939.5
"3018","MID","APXMIDP",20180119,29,43.14,1959.5
"3122","MID","APXMIDP",20180119,30,43.29,1959.35
"3220","MID","APXMIDP",20180119,31,50.01,1313.05
"3318","MID","APXMIDP",20180119,32,54.13,830.45
"3418","MID","APXMIDP",20180119,33,49.36,1220.8
"3518","MID","APXMIDP",20180119,34,60.27,1021.65
"3618","MID","APXMIDP",20180119,35,68.9,1263.2
"3718","MID","APXMIDP",20180119,36,71.15,1353.95
"3818","MID","APXMIDP",20180119,37,68.75,1374.2
"3918","MID","APXMIDP",20180119,38,64.67,1464.05
"4018","MID","APXMIDP",20180119,39,50.26,1476.35
"4122","MID","APXMIDP",20180119,40,47.78,1405.85
"4220","MID","APXMIDP",20180119,41,48.83,1337.3
"4318","MID","APXMIDP",20180119,42,45.81,1479.65
"4418","MID","APXMIDP",20180119,43,45.7,2038.45
"4518","MID","APXMIDP",20180119,44,45.14,1881
"4618","MID","APXMIDP",20180119,45,44.54,2144.25
"4718","MID","APXMIDP",20180119,46,43.74,2298.8
"4817","MID","APXMIDP",20180119,47,43.68,744.65
"4916","MID","APXMIDP",20180119,48,42.19,662.1
"2103","MID","APXMIDP",20180120,1,39.89,476.35
"3103","MID","APXMIDP",20180120,2,41.64,587.8
"4103","MID","APXMIDP",20180120,3,43.72,528.65
"519","MID","APXMIDP",20180120,4,40.55,511.65
"619","MID","APXMIDP",20180120,5,41.11,513.65
"719","MID","APXMIDP",20180120,6,43.03,521.1
"819","MID","APXMIDP",20180120,7,44.83,312.65
"919","MID","APXMIDP",20180120,8,44.85,349.25
"1019","MID","APXMIDP",20180120,9,45.43,469.15
"1119","MID","APXMIDP",20180120,10,42.42,501.5
"1219","MID","APXMIDP",20180120,11,43.12,408.3
"1319","MID","APXMIDP",20180120,12,45.36,354.25
"1419","MID","APXMIDP",20180120,13,46.46,509.8
"1519","MID","APXMIDP",20180120,14,45.78,381.5
"1619","MID","APXMIDP",20180120,15,43.84,973.4
"1719","MID","APXMIDP",20180120,16,43.16,1208.8
"1819","MID","APXMIDP",20180120,17,43.36,1034.5
"1919","MID","APXMIDP",20180120,18,44.98,1064.4
"2019","MID","APXMIDP",20180120,19,59.48,627
"2123","MID","APXMIDP",20180120,20,64.37,580.65
"2221","MID","APXMIDP",20180120,21,72.28,653.15
"2319","MID","APXMIDP",20180120,22,73.11,691
"2419","MID","APXMIDP",20180120,23,74.9,638.85
"2519","MID","APXMIDP",20180120,24,75.5,769.3
"2619","MID","APXMIDP",20180120,25,74.95,771.25
"2719","MID","APXMIDP",20180120,26,77.88,831.45
"2819","MID","APXMIDP",20180120,27,74.12,822.15
"2919","MID","APXMIDP",20180120,28,71.41,872.75
"3019","MID","APXMIDP",20180120,29,70.45,1085.35
"3123","MID","APXMIDP",20180120,30,65.27,1057
"3221","MID","APXMIDP",20180120,31,75.68,954.7
"3319","MID","APXMIDP",20180120,32,75.45,891
"3419","MID","APXMIDP",20180120,33,80.55,821.3
"3519","MID","APXMIDP",20180120,34,99.97,1047.75
"3619","MID","APXMIDP",20180120,35,116.38,1250.05
"3719","MID","APXMIDP",20180120,36,112.16,1304.75
"3819","MID","APXMIDP",20180120,37,102.75,1236.95
"3919","MID","APXMIDP",20180120,38,95.92,1162.75
"4019","MID","APXMIDP",20180120,39,52.68,717.35
"4123","MID","APXMIDP",20180120,40,50.54,620.9
"4221","MID","APXMIDP",20180120,41,49.85,788.05
"4319","MID","APXMIDP",20180120,42,49.26,863.95
"4419","MID","APXMIDP",20180120,43,44.42,933.65
"4519","MID","APXMIDP",20180120,44,45.31,882.7
"4619","MID","APXMIDP",20180120,45,49.79,824.75
"4719","MID","APXMIDP",20180120,46,45.98,1137.8
"4818","MID","APXMIDP",20180120,47,45.32,655.5
"4917","MID","APXMIDP",20180120,48,43.63,609.65
"2104","MID","APXMIDP",20180121,1,44.35,708.6
"3104","MID","APXMIDP",20180121,2,46.13,757.95
"4104","MID","APXMIDP",20180121,3,47.93,426.95
"520","MID","APXMIDP",20180121,4,45.04,415.1
"620","MID","APXMIDP",20180121,8,42.72,215.5
"720","MID","APXMIDP",20180121,9,43.05,301.45
"820","MID","APXMIDP",20180121,10,43.22,411
"920","MID","APXMIDP",20180121,11,44.16,364.95
"1020","MID","APXMIDP",20180121,12,45.54,438.6
"1120","MID","APXMIDP",20180121,13,45.35,404.9
"1220","MID","APXMIDP",20180121,14,45.48,431.9
"1320","MID","APXMIDP",20180121,15,44.2,1560.1
"1420","MID","APXMIDP",20180121,16,42.99,1253.4
"1520","MID","APXMIDP",20180121,17,44.02,1010.25
"1620","MID","APXMIDP",20180121,18,44.5,1065
"1720","MID","APXMIDP",20180121,19,45.15,744.95
"1820","MID","APXMIDP",20180121,20,54.87,631.1
"1920","MID","APXMIDP",20180121,21,57.09,426.2
"2020","MID","APXMIDP",20180121,22,59.19,530.05
"2124","MID","APXMIDP",20180121,23,61.05,481.35
"2222","MID","APXMIDP",20180121,24,60.83,524.75
"2320","MID","APXMIDP",20180121,25,58.9,412.5
"2420","MID","APXMIDP",20180121,26,53.59,602.55
"2520","MID","APXMIDP",20180121,27,51.6,709.6
"2620","MID","APXMIDP",20180121,28,49.19,831.45
"2720","MID","APXMIDP",20180121,29,48.94,902.1
"2820","MID","APXMIDP",20180121,30,46.83,1117.6
"2920","MID","APXMIDP",20180121,31,47.08,858.3
"3020","MID","APXMIDP",20180121,32,45.24,990.5
"3124","MID","APXMIDP",20180121,33,45.55,1412.65
"3222","MID","APXMIDP",20180121,34,58.82,967.5
"3320","MID","APXMIDP",20180121,35,65.44,982.25
"3420","MID","APXMIDP",20180121,36,68.86,975.35
"3520","MID","APXMIDP",20180121,37,62,1263.7
"3620","MID","APXMIDP",20180121,38,58.32,1148.25
"3720","MID","APXMIDP",20180121,39,47.12,1853.1
"3820","MID","APXMIDP",20180121,40,46.39,1564.2
"3920","MID","APXMIDP",20180121,41,46.77,1447.6
"4020","MID","APXMIDP",20180121,42,44.42,1543.3
"4124","MID","APXMIDP",20180121,43,43.49,1285.9
"4222","MID","APXMIDP",20180121,44,43.01,1145.55
"4320","MID","APXMIDP",20180121,45,42.54,1234.1
"2105","MID","APXMIDP",20180122,1,43.6,249.85
"3105","MID","APXMIDP",20180122,2,38.8,172.35
"4105","MID","APXMIDP",20180122,3,38.09,383.65
"521","MID","APXMIDP",20180122,4,35.26,300
"621","MID","APXMIDP",20180122,5,39.11,334.3
"721","MID","APXMIDP",20180122,6,41.88,282.65
