"","V1","V2","V3","V4","V5","V6"
"3410","MID","APXMIDP",20171211,33,78.13,1404.55
"3510","MID","APXMIDP",20171211,34,83.97,1609.1
"3610","MID","APXMIDP",20171211,35,76.54,1349.9
"3710","MID","APXMIDP",20171211,36,75.24,1354.55
"3810","MID","APXMIDP",20171211,37,74.83,1306.2
"3910","MID","APXMIDP",20171211,38,71.81,1454.85
"4010","MID","APXMIDP",20171211,39,64.76,1177.55
"4114","MID","APXMIDP",20171211,40,62.94,849.1
"4212","MID","APXMIDP",20171211,41,61.95,1247.2
"4310","MID","APXMIDP",20171211,42,60.77,1118.5
"4410","MID","APXMIDP",20171211,43,57.48,1948.9
"4510","MID","APXMIDP",20171211,44,55.02,1856.4
"4610","MID","APXMIDP",20171211,45,53.67,2130.2
"4710","MID","APXMIDP",20171211,46,53.26,2032.45
"4810","MID","APXMIDP",20171211,47,52.48,462.2
"4910","MID","APXMIDP",20171211,48,53.79,397.6
"250","MID","APXMIDP",20171212,1,53.87,485
"350","MID","APXMIDP",20171212,2,64.26,276.05
"450","MID","APXMIDP",20171212,3,60.68,380.1
"511","MID","APXMIDP",20171212,4,53.41,220.45
"611","MID","APXMIDP",20171212,5,50.84,242.05
"711","MID","APXMIDP",20171212,6,51.9,273.25
"811","MID","APXMIDP",20171212,7,56.37,208.5
"911","MID","APXMIDP",20171212,8,52.95,294.8
"1011","MID","APXMIDP",20171212,9,53.49,444.3
"1111","MID","APXMIDP",20171212,10,51.81,802.8
"1211","MID","APXMIDP",20171212,11,56.66,401.1
"1311","MID","APXMIDP",20171212,12,56.21,649.85
"1411","MID","APXMIDP",20171212,13,59.67,969.5
"1511","MID","APXMIDP",20171212,14,58.84,1343.8
"1611","MID","APXMIDP",20171212,15,78.71,571.05
"1711","MID","APXMIDP",20171212,16,135.77,538.7
"1811","MID","APXMIDP",20171212,17,136.75,611.55
"1911","MID","APXMIDP",20171212,18,128.86,619.4
"2011","MID","APXMIDP",20171212,19,124.4,582.85
"2115","MID","APXMIDP",20171212,20,105.3,571.05
"2213","MID","APXMIDP",20171212,21,109.6,520.95
"2311","MID","APXMIDP",20171212,22,109.69,521.05
"2411","MID","APXMIDP",20171212,23,85.8,960.55
"2511","MID","APXMIDP",20171212,24,86.41,999.9
"2611","MID","APXMIDP",20171212,25,88.24,1078.15
"2711","MID","APXMIDP",20171212,26,84.61,1028.5
"2811","MID","APXMIDP",20171212,27,81.3,1198.6
"2911","MID","APXMIDP",20171212,28,80.59,1155.8
"3011","MID","APXMIDP",20171212,29,78.42,1245.45
"3115","MID","APXMIDP",20171212,30,75.81,1292.95
"3213","MID","APXMIDP",20171212,31,78.1,1332.05
"3311","MID","APXMIDP",20171212,32,83.95,1270.85
"3411","MID","APXMIDP",20171212,33,84.71,1479.8
"3511","MID","APXMIDP",20171212,34,85.65,1807.35
"3611","MID","APXMIDP",20171212,35,78.34,1696.5
"3711","MID","APXMIDP",20171212,36,75.19,1784.1
"3811","MID","APXMIDP",20171212,37,74.73,1916.35
"3911","MID","APXMIDP",20171212,38,73.57,2144.9
"4011","MID","APXMIDP",20171212,42,65.59,2312.95
"4115","MID","APXMIDP",20171212,43,65.04,2640.6
"4213","MID","APXMIDP",20171212,44,64.95,2311.7
"4311","MID","APXMIDP",20171212,45,65.35,2298.7
"4411","MID","APXMIDP",20171212,46,63.37,2565.7
"4511","MID","APXMIDP",20171212,47,58.74,369.2
"260","MID","APXMIDP",20171213,1,61.21,269.75
"360","MID","APXMIDP",20171213,2,75.89,253.7
"460","MID","APXMIDP",20171213,3,80.32,356.85
"512","MID","APXMIDP",20171213,4,75.59,305.65
"612","MID","APXMIDP",20171213,5,60.72,432.5
"712","MID","APXMIDP",20171213,6,65.53,299.8
"812","MID","APXMIDP",20171213,7,60.91,422.75
"912","MID","APXMIDP",20171213,8,54.9,509.5
"1012","MID","APXMIDP",20171213,9,53.69,453.8
"1112","MID","APXMIDP",20171213,10,50.61,442.95
"1212","MID","APXMIDP",20171213,11,53.26,594.15
"1312","MID","APXMIDP",20171213,12,52.02,953.9
"1412","MID","APXMIDP",20171213,13,73.53,657
"1512","MID","APXMIDP",20171213,14,63.88,1167.55
"1612","MID","APXMIDP",20171213,15,64.22,625.95
"1712","MID","APXMIDP",20171213,16,73.69,808.55
"1812","MID","APXMIDP",20171213,17,74.13,551.35
"1912","MID","APXMIDP",20171213,18,73.69,613.1
"2012","MID","APXMIDP",20171213,19,69.69,559.25
"2116","MID","APXMIDP",20171213,20,67.66,818.55
"2214","MID","APXMIDP",20171213,21,66.88,864
"2312","MID","APXMIDP",20171213,22,68.25,942.7
"2412","MID","APXMIDP",20171213,23,68.54,1037.25
"2512","MID","APXMIDP",20171213,24,68.85,1112.2
"2612","MID","APXMIDP",20171213,25,70.46,1195.75
"2712","MID","APXMIDP",20171213,26,71.39,1245.4
"2812","MID","APXMIDP",20171213,27,69.24,1454.35
"2912","MID","APXMIDP",20171213,28,66.09,1206.6
"3012","MID","APXMIDP",20171213,29,66.36,1362.05
"3116","MID","APXMIDP",20171213,30,65.08,1334.3
"3214","MID","APXMIDP",20171213,31,58.08,1565.9
"3312","MID","APXMIDP",20171213,32,62.81,1330.85
"3412","MID","APXMIDP",20171213,33,62.55,1173.2
"3512","MID","APXMIDP",20171213,34,67.11,1376.05
"3612","MID","APXMIDP",20171213,35,67.87,1428.3
"3712","MID","APXMIDP",20171213,36,70.78,1499
"3812","MID","APXMIDP",20171213,37,72.72,1586.9
"3912","MID","APXMIDP",20171213,38,71.53,1470.6
"4012","MID","APXMIDP",20171213,39,68.56,1759.4
"4116","MID","APXMIDP",20171213,40,66.53,1578
"4214","MID","APXMIDP",20171213,41,67.27,1403.85
"4312","MID","APXMIDP",20171213,42,65.67,1489.6
"4412","MID","APXMIDP",20171213,43,67.42,1030.55
"4512","MID","APXMIDP",20171213,44,65.75,1049.3
"4611","MID","APXMIDP",20171213,45,61.07,1183.3
"4711","MID","APXMIDP",20171213,46,58.5,1387.6
"4811","MID","APXMIDP",20171213,47,49.77,559.05
"4911","MID","APXMIDP",20171213,48,50.26,423.5
"270","MID","APXMIDP",20171214,1,55.8,635.15
"370","MID","APXMIDP",20171214,2,56.66,560.85
"470","MID","APXMIDP",20171214,3,62.2,769
"513","MID","APXMIDP",20171214,4,58.32,504.4
"613","MID","APXMIDP",20171214,5,55.02,429.45
"713","MID","APXMIDP",20171214,6,54.63,471.5
"813","MID","APXMIDP",20171214,7,51.38,258.35
"913","MID","APXMIDP",20171214,8,50.05,379.45
"1013","MID","APXMIDP",20171214,9,49.78,363.75
"1113","MID","APXMIDP",20171214,10,49.1,349.5
"1213","MID","APXMIDP",20171214,11,49.55,437.95
"1313","MID","APXMIDP",20171214,12,48.57,557.8
"1413","MID","APXMIDP",20171214,13,51.44,837.2
"1513","MID","APXMIDP",20171214,14,50.54,950.85
"1613","MID","APXMIDP",20171214,15,59.53,743.85
"1713","MID","APXMIDP",20171214,16,62.07,709.45
"1813","MID","APXMIDP",20171214,17,69.58,806.7
"1913","MID","APXMIDP",20171214,18,73.03,837.25
"2013","MID","APXMIDP",20171214,19,61.33,824.7
"2117","MID","APXMIDP",20171214,20,60.2,905.1
"2215","MID","APXMIDP",20171214,21,60.28,1068.15
"2313","MID","APXMIDP",20171214,22,60.36,1061.8
"2413","MID","APXMIDP",20171214,23,55.41,1176.65
"2513","MID","APXMIDP",20171214,24,54.69,1243
"2613","MID","APXMIDP",20171214,25,54.68,1233.95
"2713","MID","APXMIDP",20171214,26,53.97,1395.15
"2813","MID","APXMIDP",20171214,27,55.57,1723.75
"2913","MID","APXMIDP",20171214,28,55.01,1771.6
"3013","MID","APXMIDP",20171214,29,54.6,1790.3
"3117","MID","APXMIDP",20171214,30,53.82,2007.6
"3215","MID","APXMIDP",20171214,31,55.66,1957.5
"3313","MID","APXMIDP",20171214,32,60.69,1585.6
"3413","MID","APXMIDP",20171214,33,61.78,1569.1
"3513","MID","APXMIDP",20171214,34,69.72,1671.4
"3613","MID","APXMIDP",20171214,35,69.42,1555.95
"3713","MID","APXMIDP",20171214,36,68.46,1651.2
"3813","MID","APXMIDP",20171214,37,67.6,1642.15
"3913","MID","APXMIDP",20171214,38,66.79,1763.25
"4013","MID","APXMIDP",20171214,39,60.85,1882.35
"4117","MID","APXMIDP",20171214,40,55.19,1873.1
"4215","MID","APXMIDP",20171214,41,56.69,1960.8
"4313","MID","APXMIDP",20171214,42,55.57,1860.65
"4413","MID","APXMIDP",20171214,43,54.2,2263.55
"4513","MID","APXMIDP",20171214,44,53.77,2220.85
"4612","MID","APXMIDP",20171214,45,53.65,2146.5
"4712","MID","APXMIDP",20171214,46,52.8,2597.6
"4812","MID","APXMIDP",20171214,47,47.01,1085.4
"280","MID","APXMIDP",20171215,1,47.21,997.9
"380","MID","APXMIDP",20171215,2,47.67,838.25
"480","MID","APXMIDP",20171215,3,47.09,987.1
"514","MID","APXMIDP",20171215,4,46.8,967.45
"614","MID","APXMIDP",20171215,5,47.7,959.45
"714","MID","APXMIDP",20171215,6,48.59,891.05
"814","MID","APXMIDP",20171215,7,46.08,617.2
"914","MID","APXMIDP",20171215,8,45.39,560.25
"1014","MID","APXMIDP",20171215,9,44.08,709.8
"1114","MID","APXMIDP",20171215,10,42.85,571.3
"1214","MID","APXMIDP",20171215,11,44.04,510.85
"1314","MID","APXMIDP",20171215,12,41.1,615
"1414","MID","APXMIDP",20171215,13,49.27,995.8
"1514","MID","APXMIDP",20171215,14,46.34,1339.45
"1614","MID","APXMIDP",20171215,15,49.79,844.1
"1714","MID","APXMIDP",20171215,16,51.35,669
"1814","MID","APXMIDP",20171215,17,48.17,587.5
"1914","MID","APXMIDP",20171215,18,49.97,906.55
"2014","MID","APXMIDP",20171215,19,50.66,879.45
"2118","MID","APXMIDP",20171215,20,50.61,850.15
"2216","MID","APXMIDP",20171215,21,51.9,1029.15
"2314","MID","APXMIDP",20171215,22,51.18,1071.15
"2414","MID","APXMIDP",20171215,23,51.11,1006.7
"2514","MID","APXMIDP",20171215,24,50.93,1045.9
"2614","MID","APXMIDP",20171215,25,51.58,1047.2
"2714","MID","APXMIDP",20171215,26,50.74,1012.9
"2814","MID","APXMIDP",20171215,27,50.04,920.4
"2914","MID","APXMIDP",20171215,28,49.7,994.4
"3014","MID","APXMIDP",20171215,29,49.68,995.85
"3118","MID","APXMIDP",20171215,30,49.51,1057.4
"3216","MID","APXMIDP",20171215,31,56.04,1208.9
"3314","MID","APXMIDP",20171215,32,62.11,1085.2
"3414","MID","APXMIDP",20171215,33,61.68,1214.35
"3514","MID","APXMIDP",20171215,34,71.67,1437.3
"3614","MID","APXMIDP",20171215,35,69.83,1363.8
"3714","MID","APXMIDP",20171215,36,68.72,1293.35
"3814","MID","APXMIDP",20171215,37,68.84,1386.85
"3914","MID","APXMIDP",20171215,38,66.32,1616.8
"4014","MID","APXMIDP",20171215,39,57.46,1037.75
"4118","MID","APXMIDP",20171215,40,58.29,789.45
"4216","MID","APXMIDP",20171215,41,61.48,849.15
"4314","MID","APXMIDP",20171215,42,57.52,664.3
"4414","MID","APXMIDP",20171215,43,53.26,861
"4514","MID","APXMIDP",20171215,44,50.91,752.9
"4613","MID","APXMIDP",20171215,45,53.79,779.6
"4713","MID","APXMIDP",20171215,46,54.01,1110.1
"4813","MID","APXMIDP",20171215,47,49.3,402.5
"4912","MID","APXMIDP",20171215,48,48.71,481.8
"290","MID","APXMIDP",20171216,1,51.44,266
"390","MID","APXMIDP",20171216,2,59.91,298
"490","MID","APXMIDP",20171216,3,63.24,208.95
"515","MID","APXMIDP",20171216,4,61.58,235.6
"615","MID","APXMIDP",20171216,5,62.41,197.75
"715","MID","APXMIDP",20171216,6,61.55,165.05
"815","MID","APXMIDP",20171216,7,61.54,134
"915","MID","APXMIDP",20171216,8,62.73,178.65
"1015","MID","APXMIDP",20171216,9,63.52,128.75
"1115","MID","APXMIDP",20171216,10,62.03,176.7
"1215","MID","APXMIDP",20171216,11,63.27,163.1
"1315","MID","APXMIDP",20171216,12,59.88,224.05
"1415","MID","APXMIDP",20171216,13,52.93,359.65
"1515","MID","APXMIDP",20171216,14,49.5,741.85
"1615","MID","APXMIDP",20171216,15,52.69,680.2
"1715","MID","APXMIDP",20171216,16,50.3,818.3
"1815","MID","APXMIDP",20171216,17,50.74,571.3
"1915","MID","APXMIDP",20171216,18,49.47,588
"2015","MID","APXMIDP",20171216,19,51.55,753.15
"2119","MID","APXMIDP",20171216,20,53.69,680.35
"2217","MID","APXMIDP",20171216,21,54,775.45
"2315","MID","APXMIDP",20171216,22,54.3,662.95
"2415","MID","APXMIDP",20171216,23,52.85,716.8
"2515","MID","APXMIDP",20171216,24,55.08,631.35
"2615","MID","APXMIDP",20171216,25,55.45,695.1
"2715","MID","APXMIDP",20171216,26,54.84,739.05
"2815","MID","APXMIDP",20171216,27,54.89,806
"2915","MID","APXMIDP",20171216,28,53.48,908.65
"3015","MID","APXMIDP",20171216,29,53.39,1114.7
"3119","MID","APXMIDP",20171216,30,51.6,1350.7
"3217","MID","APXMIDP",20171216,31,53.9,1255.6
"3315","MID","APXMIDP",20171216,32,57.02,1163.9
"3415","MID","APXMIDP",20171216,33,69.9,688.05
"3515","MID","APXMIDP",20171216,34,81.8,595.1
"3615","MID","APXMIDP",20171216,35,86.89,626.2
"3715","MID","APXMIDP",20171216,36,86.57,607.2
"3815","MID","APXMIDP",20171216,37,82.12,653.8
"3915","MID","APXMIDP",20171216,38,75.74,865.15
"4015","MID","APXMIDP",20171216,39,68.55,740.9
"4119","MID","APXMIDP",20171216,40,61.84,580.15
"4217","MID","APXMIDP",20171216,41,58.93,681
"4315","MID","APXMIDP",20171216,42,58.51,739.45
"4415","MID","APXMIDP",20171216,43,56.98,1088.1
"4515","MID","APXMIDP",20171216,44,56.65,736.25
"4614","MID","APXMIDP",20171216,45,56.55,1011.75
"4714","MID","APXMIDP",20171216,46,56.09,948
"4814","MID","APXMIDP",20171216,47,55.9,968.35
"4913","MID","APXMIDP",20171216,48,57.09,897.75
"2100","MID","APXMIDP",20171217,1,55.18,778.6
"3100","MID","APXMIDP",20171217,2,56.96,834.25
"4100","MID","APXMIDP",20171217,3,58.01,755.5
"516","MID","APXMIDP",20171217,4,56.28,911.8
"616","MID","APXMIDP",20171217,5,52.37,980.6
"716","MID","APXMIDP",20171217,6,52.09,974.35
"816","MID","APXMIDP",20171217,7,49.25,516
"916","MID","APXMIDP",20171217,8,49.52,595.5
"1016","MID","APXMIDP",20171217,9,49.87,515
"1116","MID","APXMIDP",20171217,10,51.71,633.1
"1216","MID","APXMIDP",20171217,11,48.47,537.65
"1316","MID","APXMIDP",20171217,12,48.52,524.3
"1416","MID","APXMIDP",20171217,13,48.97,551.5
"1516","MID","APXMIDP",20171217,14,48.21,587.15
"1616","MID","APXMIDP",20171217,15,49.04,598.6
"1716","MID","APXMIDP",20171217,16,49.61,613.65
"1816","MID","APXMIDP",20171217,17,49.09,774.25
"1916","MID","APXMIDP",20171217,18,53.08,652.45
"2016","MID","APXMIDP",20171217,19,52.7,417.1
"2120","MID","APXMIDP",20171217,20,53.93,498.2
"2218","MID","APXMIDP",20171217,21,58.3,556.45
"2316","MID","APXMIDP",20171217,22,59,573.6
"2416","MID","APXMIDP",20171217,23,60.53,645.4
"2516","MID","APXMIDP",20171217,24,60.34,638.25
"2616","MID","APXMIDP",20171217,25,60.73,678.8
"2716","MID","APXMIDP",20171217,26,59.7,667.3
"2816","MID","APXMIDP",20171217,27,56.79,568.85
"2916","MID","APXMIDP",20171217,28,55.79,583.15
"3016","MID","APXMIDP",20171217,29,48.58,931.15
"3120","MID","APXMIDP",20171217,30,50.89,864.55
"3218","MID","APXMIDP",20171217,31,51.29,1492
"3316","MID","APXMIDP",20171217,32,51.44,1431.65
"3416","MID","APXMIDP",20171217,33,60.69,1304.95
"3516","MID","APXMIDP",20171217,34,70.9,1639.8
"3616","MID","APXMIDP",20171217,35,68.54,1179.65
"3716","MID","APXMIDP",20171217,36,68.95,1200.7
"3816","MID","APXMIDP",20171217,37,68.75,1188.8
"3916","MID","APXMIDP",20171217,38,68.14,1359.2
"4016","MID","APXMIDP",20171217,39,63.58,995.05
"4120","MID","APXMIDP",20171217,40,59.06,943.5
"4218","MID","APXMIDP",20171217,41,57.8,1061.15
"4316","MID","APXMIDP",20171217,42,57.1,1112.75
"4416","MID","APXMIDP",20171217,43,54.24,753.75
"4516","MID","APXMIDP",20171217,44,54.92,859.3
"4615","MID","APXMIDP",20171217,45,53.32,1045.85
"4715","MID","APXMIDP",20171217,46,52.12,1417.5
"4815","MID","APXMIDP",20171217,47,43.9,729.55
"4914","MID","APXMIDP",20171217,48,44.44,293.8
"2101","MID","APXMIDP",20171218,1,45.62,321.8
"3101","MID","APXMIDP",20171218,2,48.72,485.5
"4101","MID","APXMIDP",20171218,3,48.86,598.5
"517","MID","APXMIDP",20171218,4,47.75,598.65
"617","MID","APXMIDP",20171218,5,47.3,559.4
"717","MID","APXMIDP",20171218,6,48.05,628.6
"817","MID","APXMIDP",20171218,7,50.27,525.7
"917","MID","APXMIDP",20171218,8,48.94,474.6
"1017","MID","APXMIDP",20171218,9,49.44,522.75
"1117","MID","APXMIDP",20171218,10,48.11,472
"1217","MID","APXMIDP",20171218,11,45.4,442.6
"1317","MID","APXMIDP",20171218,12,43.66,856.05
"1417","MID","APXMIDP",20171218,13,58.32,741.9
"1517","MID","APXMIDP",20171218,14,49.39,1220.05
"1617","MID","APXMIDP",20171218,15,62.67,769.5
"1717","MID","APXMIDP",20171218,16,73.01,556.45
"1817","MID","APXMIDP",20171218,17,82.13,515
"1917","MID","APXMIDP",20171218,18,81.55,548.05
"2017","MID","APXMIDP",20171218,19,82.95,717.1
"2121","MID","APXMIDP",20171218,20,79.64,658.3
"2219","MID","APXMIDP",20171218,21,78.5,624.75
"2317","MID","APXMIDP",20171218,22,77.68,730.95
"2417","MID","APXMIDP",20171218,23,72.01,882.65
"2517","MID","APXMIDP",20171218,24,67.59,725.6
"2617","MID","APXMIDP",20171218,25,62.02,634.45
"2717","MID","APXMIDP",20171218,26,60.82,689.85
"2817","MID","APXMIDP",20171218,27,57.77,829.55
"2917","MID","APXMIDP",20171218,28,58.19,715.8
"3017","MID","APXMIDP",20171218,29,57.12,865.9
"3121","MID","APXMIDP",20171218,30,57.98,1019.45
"3219","MID","APXMIDP",20171218,31,71.2,1326.55
"3317","MID","APXMIDP",20171218,32,78.21,1350.75
"3417","MID","APXMIDP",20171218,33,75.26,1384.1
"3517","MID","APXMIDP",20171218,34,81.54,1573.15
"3617","MID","APXMIDP",20171218,35,77.31,1338.5
"3717","MID","APXMIDP",20171218,36,75.72,1307.5
"3817","MID","APXMIDP",20171218,37,76.79,1319.8
"3917","MID","APXMIDP",20171218,38,75.23,1476
"4017","MID","APXMIDP",20171218,39,65.66,1165.15
"4121","MID","APXMIDP",20171218,40,62.4,1206.7
"4219","MID","APXMIDP",20171218,41,62.18,1350.95
"4317","MID","APXMIDP",20171218,42,58.34,1145.65
"4417","MID","APXMIDP",20171218,43,56.03,1658.5
"4517","MID","APXMIDP",20171218,44,56.16,1643.1
"4616","MID","APXMIDP",20171218,45,54.37,1909
"4716","MID","APXMIDP",20171218,46,54.06,1993.2
"4816","MID","APXMIDP",20171218,47,46.86,479.65
"4915","MID","APXMIDP",20171218,48,47.25,464.3
"2102","MID","APXMIDP",20171219,1,46.18,547.6
"3102","MID","APXMIDP",20171219,2,49.92,441.5
"4102","MID","APXMIDP",20171219,3,53.19,427.5
"518","MID","APXMIDP",20171219,4,51.54,445
"618","MID","APXMIDP",20171219,5,50.75,595.85
"718","MID","APXMIDP",20171219,6,50.43,519.5
"818","MID","APXMIDP",20171219,7,48.96,538.6
"918","MID","APXMIDP",20171219,8,48.9,545.5
"1018","MID","APXMIDP",20171219,9,48.94,670.25
"1118","MID","APXMIDP",20171219,10,48.8,674.05
"1218","MID","APXMIDP",20171219,11,51.73,383
"1318","MID","APXMIDP",20171219,12,49.12,541.5
"1418","MID","APXMIDP",20171219,13,57.19,644.5
"1518","MID","APXMIDP",20171219,14,47.39,814.8
"1618","MID","APXMIDP",20171219,15,53.95,829.95
"1718","MID","APXMIDP",20171219,16,55.91,768.4
"1818","MID","APXMIDP",20171219,17,51.99,539.6
"1918","MID","APXMIDP",20171219,18,54.25,481.9
"2018","MID","APXMIDP",20171219,19,59.31,531.3
"2122","MID","APXMIDP",20171219,20,58.78,557.05
"2220","MID","APXMIDP",20171219,21,58.5,611.2
"2318","MID","APXMIDP",20171219,22,55.3,708.25
"2418","MID","APXMIDP",20171219,23,51.31,703.2
"2518","MID","APXMIDP",20171219,24,51,749.1
"2618","MID","APXMIDP",20171219,25,51.2,740.5
"2718","MID","APXMIDP",20171219,26,51.27,933.85
"2818","MID","APXMIDP",20171219,27,51.05,881.1
"2918","MID","APXMIDP",20171219,28,52.39,989
"3018","MID","APXMIDP",20171219,29,53.54,1088.2
"3122","MID","APXMIDP",20171219,30,51.97,1171.35
"3220","MID","APXMIDP",20171219,31,56.84,1275.75
"3318","MID","APXMIDP",20171219,32,61.22,1043
"3418","MID","APXMIDP",20171219,33,60.89,1141.2
"3518","MID","APXMIDP",20171219,34,65.51,1185.3
"3618","MID","APXMIDP",20171219,35,63.6,1284.4
"3718","MID","APXMIDP",20171219,36,63.78,1287.1
"3818","MID","APXMIDP",20171219,37,64.94,1326.4
"3918","MID","APXMIDP",20171219,38,61.96,1253.75
"4018","MID","APXMIDP",20171219,39,61.46,839.1
"4122","MID","APXMIDP",20171219,40,55.74,704.3
"4220","MID","APXMIDP",20171219,41,56.89,593.7
"4318","MID","APXMIDP",20171219,42,54.91,568.05
"4418","MID","APXMIDP",20171219,43,55.26,850.25
"4518","MID","APXMIDP",20171219,44,54.26,1016.55
"4617","MID","APXMIDP",20171219,45,53.21,857.95
"4717","MID","APXMIDP",20171219,46,54.34,1175.25
"4817","MID","APXMIDP",20171219,47,44.35,136
"4916","MID","APXMIDP",20171219,48,36.48,274.1
"2103","MID","APXMIDP",20171220,1,32.77,303.7
"3103","MID","APXMIDP",20171220,2,37.19,413.15
"4103","MID","APXMIDP",20171220,3,44.96,591.2
"519","MID","APXMIDP",20171220,4,44.8,566.5
"619","MID","APXMIDP",20171220,5,44.11,593
"719","MID","APXMIDP",20171220,6,44.04,549.25
"819","MID","APXMIDP",20171220,7,46.75,508
"919","MID","APXMIDP",20171220,8,48.86,619
"1019","MID","APXMIDP",20171220,9,46.8,472.1
"1119","MID","APXMIDP",20171220,10,46.92,529.2
"1219","MID","APXMIDP",20171220,11,50.25,707.8
"1319","MID","APXMIDP",20171220,12,47.88,541
"1419","MID","APXMIDP",20171220,13,54.63,906
"1519","MID","APXMIDP",20171220,14,48.38,809.25
"1619","MID","APXMIDP",20171220,15,52.78,902.6
"1719","MID","APXMIDP",20171220,16,67.37,495.1
"1819","MID","APXMIDP",20171220,17,70.53,387
"1919","MID","APXMIDP",20171220,18,70.78,377.35
"2019","MID","APXMIDP",20171220,19,71.45,488.95
"2123","MID","APXMIDP",20171220,20,70.93,606.15
"2221","MID","APXMIDP",20171220,21,68.66,583.2
"2319","MID","APXMIDP",20171220,22,67.57,692.75
"2419","MID","APXMIDP",20171220,23,69.11,356.05
"2519","MID","APXMIDP",20171220,24,69.82,493.2
"2619","MID","APXMIDP",20171220,25,69.54,396.4
"2719","MID","APXMIDP",20171220,26,70.41,407.05
"2819","MID","APXMIDP",20171220,27,74.71,516.45
"2919","MID","APXMIDP",20171220,28,73.22,542.5
"3019","MID","APXMIDP",20171220,29,71.75,648.4
"3123","MID","APXMIDP",20171220,30,69.81,649
"3221","MID","APXMIDP",20171220,31,64.11,1124.35
"3319","MID","APXMIDP",20171220,32,71.02,1033.05
"3419","MID","APXMIDP",20171220,33,63.44,1232.1
"3519","MID","APXMIDP",20171220,34,70.81,1228.9
"3619","MID","APXMIDP",20171220,35,67.8,1171.15
"3719","MID","APXMIDP",20171220,36,66.33,1147.8
"3819","MID","APXMIDP",20171220,37,66.74,1232.2
"3919","MID","APXMIDP",20171220,38,65.34,1160
"4019","MID","APXMIDP",20171220,39,61.31,1019.85
"4123","MID","APXMIDP",20171220,40,61.76,1083
"4221","MID","APXMIDP",20171220,41,60.07,916.15
"4319","MID","APXMIDP",20171220,42,55.07,1023.95
"4419","MID","APXMIDP",20171220,43,51.76,1243.6
"4519","MID","APXMIDP",20171220,44,52.29,1274.2
"4618","MID","APXMIDP",20171220,45,51.59,1310.1
"4718","MID","APXMIDP",20171220,46,51.56,1596.4
"4818","MID","APXMIDP",20171220,47,43.07,336.7
"4917","MID","APXMIDP",20171220,48,47.43,553.25
"2104","MID","APXMIDP",20171221,1,44.69,526.6
"3104","MID","APXMIDP",20171221,2,49.1,282
"4104","MID","APXMIDP",20171221,3,48.83,422.9
"520","MID","APXMIDP",20171221,4,48.37,469.35
"620","MID","APXMIDP",20171221,5,48.79,599.85
"720","MID","APXMIDP",20171221,6,48.42,608
"820","MID","APXMIDP",20171221,7,46.21,620.45
"920","MID","APXMIDP",20171221,8,45.64,622.4
"1020","MID","APXMIDP",20171221,9,45.23,626.55
"1120","MID","APXMIDP",20171221,10,44.69,678.55
"1220","MID","APXMIDP",20171221,11,54.38,417
"1320","MID","APXMIDP",20171221,12,46.31,524.65
"1420","MID","APXMIDP",20171221,13,53.48,428.5
"1520","MID","APXMIDP",20171221,14,45.59,724.05
"1620","MID","APXMIDP",20171221,15,54.94,804
"1720","MID","APXMIDP",20171221,16,66.86,616.1
"1820","MID","APXMIDP",20171221,17,61.95,452.05
"1920","MID","APXMIDP",20171221,18,60.87,652.5
"2020","MID","APXMIDP",20171221,19,63.42,741.9
"2124","MID","APXMIDP",20171221,20,63.52,636.25
"2222","MID","APXMIDP",20171221,21,65.61,798.3
"2320","MID","APXMIDP",20171221,22,65.9,943.65
"2420","MID","APXMIDP",20171221,23,65.77,745.1
"2520","MID","APXMIDP",20171221,24,64.38,732.85
"2620","MID","APXMIDP",20171221,25,62.12,599.35
"2720","MID","APXMIDP",20171221,26,60.6,649.15
"2820","MID","APXMIDP",20171221,27,58.09,852.2
"2920","MID","APXMIDP",20171221,28,57.21,958.35
"3020","MID","APXMIDP",20171221,29,56.58,931.85
"3124","MID","APXMIDP",20171221,30,56.25,979.75
"3222","MID","APXMIDP",20171221,31,54.49,761.25
"3320","MID","APXMIDP",20171221,32,62.06,761.5
"3420","MID","APXMIDP",20171221,33,55.76,914.15
"3520","MID","APXMIDP",20171221,34,67.19,977.55
"3620","MID","APXMIDP",20171221,35,64.58,871.75
"3720","MID","APXMIDP",20171221,36,63.35,958.35
"3820","MID","APXMIDP",20171221,37,66.37,936.85
"3920","MID","APXMIDP",20171221,38,64.04,1001.5
"4020","MID","APXMIDP",20171221,39,64.28,1270.05
"4124","MID","APXMIDP",20171221,40,60.74,1132.25
"4222","MID","APXMIDP",20171221,41,61.51,1020.1
"4320","MID","APXMIDP",20171221,42,58.28,1216.95
"4420","MID","APXMIDP",20171221,43,52.43,855.6
"4520","MID","APXMIDP",20171221,44,54.97,829.05
"4619","MID","APXMIDP",20171221,45,53.35,681.45
"4719","MID","APXMIDP",20171221,46,49.32,736.2
"4819","MID","APXMIDP",20171221,47,44.23,542.95
"4918","MID","APXMIDP",20171221,48,42.13,317.9
"2105","MID","APXMIDP",20171222,1,41.17,206
"3105","MID","APXMIDP",20171222,2,43.1,300.4
"4105","MID","APXMIDP",20171222,3,44.36,441
"521","MID","APXMIDP",20171222,4,44.13,437
"621","MID","APXMIDP",20171222,5,45.44,398.45
"721","MID","APXMIDP",20171222,6,45.24,583.5
"821","MID","APXMIDP",20171222,7,45.87,534.5
"921","MID","APXMIDP",20171222,8,45,699.35
