"","V1","V2","V3","V4","V5","V6"
"410","MID","APXMIDP",20171202,3,56.36,294
"51","MID","APXMIDP",20171202,4,54.25,407
"61","MID","APXMIDP",20171202,5,46.19,247.35
"71","MID","APXMIDP",20171202,6,44.04,193.45
"81","MID","APXMIDP",20171202,7,44.64,641.5
"91","MID","APXMIDP",20171202,8,44.8,720.55
"101","MID","APXMIDP",20171202,9,44.54,651.95
"111","MID","APXMIDP",20171202,10,44.21,632.3
"121","MID","APXMIDP",20171202,11,44.28,638.5
"131","MID","APXMIDP",20171202,12,45.9,599.3
"141","MID","APXMIDP",20171202,13,46.61,882.4
"151","MID","APXMIDP",20171202,14,45.76,981.1
"161","MID","APXMIDP",20171202,15,47.92,790.45
"171","MID","APXMIDP",20171202,16,47.43,399
"181","MID","APXMIDP",20171202,17,49.41,453.05
"191","MID","APXMIDP",20171202,18,54.1,394.35
"201","MID","APXMIDP",20171202,19,64.45,644.95
"211","MID","APXMIDP",20171202,20,69.66,713
"221","MID","APXMIDP",20171202,21,65.84,490.7
"231","MID","APXMIDP",20171202,22,65.25,560.3
"241","MID","APXMIDP",20171202,23,58.11,704.3
"251","MID","APXMIDP",20171202,24,58.57,789.05
"261","MID","APXMIDP",20171202,25,64.33,743.2
"271","MID","APXMIDP",20171202,26,64.11,930.65
"281","MID","APXMIDP",20171202,27,59.2,724.65
"291","MID","APXMIDP",20171202,28,56.25,683.3
"301","MID","APXMIDP",20171202,29,54.55,758.8
"311","MID","APXMIDP",20171202,30,54.59,753.2
"321","MID","APXMIDP",20171202,31,56.27,719.6
"331","MID","APXMIDP",20171202,32,60.31,796.2
"341","MID","APXMIDP",20171202,33,63.77,963.15
"351","MID","APXMIDP",20171202,34,76.04,1059.45
"361","MID","APXMIDP",20171202,35,69.94,932.7
"371","MID","APXMIDP",20171202,36,73,1048.6
"381","MID","APXMIDP",20171202,37,75.41,1025.15
"391","MID","APXMIDP",20171202,38,67.61,1150.05
"401","MID","APXMIDP",20171202,39,62.22,959.35
"411","MID","APXMIDP",20171202,40,56.51,799.45
"421","MID","APXMIDP",20171202,41,57.94,950.1
"431","MID","APXMIDP",20171202,42,53.17,831.65
"441","MID","APXMIDP",20171202,43,53.02,901.2
"451","MID","APXMIDP",20171202,44,53.01,815.95
"461","MID","APXMIDP",20171202,45,51.33,974
"471","MID","APXMIDP",20171202,46,50.87,1074.9
"481","MID","APXMIDP",20171202,47,50.52,790.95
"491","MID","APXMIDP",20171202,48,50.9,711.5
"212","MID","APXMIDP",20171203,1,50.92,578.35
"312","MID","APXMIDP",20171203,2,53.58,380
"412","MID","APXMIDP",20171203,3,53.78,430.9
"52","MID","APXMIDP",20171203,4,54.52,430.75
"62","MID","APXMIDP",20171203,5,53.61,416.2
"72","MID","APXMIDP",20171203,6,53.5,478.5
"82","MID","APXMIDP",20171203,7,56.84,467.85
"92","MID","APXMIDP",20171203,8,53.87,457
"102","MID","APXMIDP",20171203,9,51.71,430.25
"112","MID","APXMIDP",20171203,10,50.71,400.1
"122","MID","APXMIDP",20171203,11,48.03,454.75
"132","MID","APXMIDP",20171203,12,48.01,471.95
"142","MID","APXMIDP",20171203,13,49.98,753.65
"152","MID","APXMIDP",20171203,14,50.38,491.8
"162","MID","APXMIDP",20171203,15,51.77,1018.8
"172","MID","APXMIDP",20171203,16,52.49,619.6
"182","MID","APXMIDP",20171203,17,56.16,510
"192","MID","APXMIDP",20171203,18,55.79,560.85
"202","MID","APXMIDP",20171203,19,57.75,545.7
"213","MID","APXMIDP",20171203,20,57.88,632.9
"222","MID","APXMIDP",20171203,21,59.72,650.4
"232","MID","APXMIDP",20171203,22,60.22,807.95
"242","MID","APXMIDP",20171203,23,62.39,829.5
"252","MID","APXMIDP",20171203,24,65.14,902.95
"262","MID","APXMIDP",20171203,25,62.02,730.35
"272","MID","APXMIDP",20171203,26,67.82,825
"282","MID","APXMIDP",20171203,27,64.66,935.55
"292","MID","APXMIDP",20171203,28,61.76,866.55
"302","MID","APXMIDP",20171203,29,56.6,1060.65
"313","MID","APXMIDP",20171203,30,51.79,1169.15
"322","MID","APXMIDP",20171203,31,54.05,1261
"332","MID","APXMIDP",20171203,32,54.18,1205.7
"342","MID","APXMIDP",20171203,33,56.19,1168.6
"352","MID","APXMIDP",20171203,34,63.28,1409.3
"362","MID","APXMIDP",20171203,35,67,1383.65
"372","MID","APXMIDP",20171203,36,64.99,1434.75
"382","MID","APXMIDP",20171203,37,67.26,1607.9
"392","MID","APXMIDP",20171203,38,63.01,1503.4
"402","MID","APXMIDP",20171203,39,63.8,1464.55
"413","MID","APXMIDP",20171203,40,57.09,1277.7
"422","MID","APXMIDP",20171203,41,58.95,1401.5
"432","MID","APXMIDP",20171203,42,56.43,1370.55
"442","MID","APXMIDP",20171203,43,54.73,1500.5
"452","MID","APXMIDP",20171203,44,52.57,1093.65
"462","MID","APXMIDP",20171203,45,51.84,1085.4
"472","MID","APXMIDP",20171203,46,51.08,1517.85
"482","MID","APXMIDP",20171203,47,49.05,398.1
"492","MID","APXMIDP",20171203,48,47.43,503.55
"214","MID","APXMIDP",20171204,1,51.43,613.75
"314","MID","APXMIDP",20171204,2,52.79,426.75
"414","MID","APXMIDP",20171204,3,49.07,418.25
"53","MID","APXMIDP",20171204,4,47.62,528.95
"63","MID","APXMIDP",20171204,5,46.87,382.5
"73","MID","APXMIDP",20171204,6,47.22,341
"83","MID","APXMIDP",20171204,7,45.88,297.5
"93","MID","APXMIDP",20171204,8,46.37,350.85
"103","MID","APXMIDP",20171204,9,46.06,306
"113","MID","APXMIDP",20171204,10,46.14,264.5
"123","MID","APXMIDP",20171204,11,43.98,302.3
"133","MID","APXMIDP",20171204,12,46.16,533.95
"143","MID","APXMIDP",20171204,13,51.57,580.5
"153","MID","APXMIDP",20171204,14,48.85,1306.15
"163","MID","APXMIDP",20171204,15,57.71,1086.45
"173","MID","APXMIDP",20171204,16,58.46,756.35
"183","MID","APXMIDP",20171204,17,65.64,466.1
"193","MID","APXMIDP",20171204,18,65.43,550.4
"203","MID","APXMIDP",20171204,19,67.25,624.5
"215","MID","APXMIDP",20171204,20,62.58,674.4
"223","MID","APXMIDP",20171204,21,62.39,745.5
"233","MID","APXMIDP",20171204,22,56.86,1122.1
"243","MID","APXMIDP",20171204,23,50.34,1180.05
"253","MID","APXMIDP",20171204,24,50.21,1085.6
"263","MID","APXMIDP",20171204,25,50.19,1122.2
"273","MID","APXMIDP",20171204,26,50.14,1204.75
"283","MID","APXMIDP",20171204,27,49.53,1174.85
"293","MID","APXMIDP",20171204,28,49.31,1147.5
"303","MID","APXMIDP",20171204,29,49.3,1175.6
"315","MID","APXMIDP",20171204,30,49.29,1126.1
"323","MID","APXMIDP",20171204,31,53.93,1203.05
"333","MID","APXMIDP",20171204,32,57.43,1027.35
"343","MID","APXMIDP",20171204,33,65.93,1343.75
"353","MID","APXMIDP",20171204,34,70.78,1119.65
"363","MID","APXMIDP",20171204,35,64.04,1242.1
"373","MID","APXMIDP",20171204,36,63.84,1595.25
"383","MID","APXMIDP",20171204,37,61.4,1415.1
"393","MID","APXMIDP",20171204,38,61.54,1315.65
"403","MID","APXMIDP",20171204,39,56.89,1735.1
"415","MID","APXMIDP",20171204,40,56.51,1409.6
"423","MID","APXMIDP",20171204,41,55.86,1246.5
"433","MID","APXMIDP",20171204,42,54.69,1319.1
"443","MID","APXMIDP",20171204,43,51.71,1649.5
"453","MID","APXMIDP",20171204,44,50.13,1807.5
"463","MID","APXMIDP",20171204,45,50.56,1995.25
"473","MID","APXMIDP",20171204,46,50.52,2092.5
"483","MID","APXMIDP",20171204,47,52.55,417.35
"493","MID","APXMIDP",20171204,48,42.98,231.95
"216","MID","APXMIDP",20171205,1,43.97,242.8
"316","MID","APXMIDP",20171205,2,46.19,589.8
"416","MID","APXMIDP",20171205,3,47.17,938.05
"54","MID","APXMIDP",20171205,4,47.11,973.55
"64","MID","APXMIDP",20171205,5,45.94,810.8
"74","MID","APXMIDP",20171205,6,47.52,909
"84","MID","APXMIDP",20171205,7,46.66,572.55
"94","MID","APXMIDP",20171205,8,44.71,651.3
"104","MID","APXMIDP",20171205,9,44.72,551.5
"114","MID","APXMIDP",20171205,10,44.76,544.05
"124","MID","APXMIDP",20171205,11,42.31,306.5
"134","MID","APXMIDP",20171205,12,42.4,372.7
"144","MID","APXMIDP",20171205,13,48.77,900
"154","MID","APXMIDP",20171205,14,46.91,1228.05
"164","MID","APXMIDP",20171205,15,50.04,998.75
"174","MID","APXMIDP",20171205,16,52.39,891.6
"184","MID","APXMIDP",20171205,17,47.61,513.5
"194","MID","APXMIDP",20171205,18,45.25,553.4
"204","MID","APXMIDP",20171205,19,45.76,1065.25
"217","MID","APXMIDP",20171205,20,47.14,1145.9
"224","MID","APXMIDP",20171205,21,48.51,1281.4
"234","MID","APXMIDP",20171205,22,47.49,1272.75
"244","MID","APXMIDP",20171205,23,46.5,1751.3
"254","MID","APXMIDP",20171205,24,46.36,1597.75
"264","MID","APXMIDP",20171205,25,46.4,1589.8
"274","MID","APXMIDP",20171205,26,46.49,1639.25
"284","MID","APXMIDP",20171205,27,46.13,1754.4
"294","MID","APXMIDP",20171205,28,46.3,1866
"304","MID","APXMIDP",20171205,29,46.15,1853.35
"317","MID","APXMIDP",20171205,30,46.03,1926.75
"324","MID","APXMIDP",20171205,31,52.07,1894.05
"334","MID","APXMIDP",20171205,32,54.8,1500.7
"344","MID","APXMIDP",20171205,33,61.41,1412.25
"354","MID","APXMIDP",20171205,34,69.27,1600.85
"364","MID","APXMIDP",20171205,35,67.83,1569
"374","MID","APXMIDP",20171205,36,67.01,1621.65
"384","MID","APXMIDP",20171205,37,66.19,1421.5
"394","MID","APXMIDP",20171205,38,61.37,1294
"404","MID","APXMIDP",20171205,39,57.52,1519
"417","MID","APXMIDP",20171205,40,55.07,1392.95
"424","MID","APXMIDP",20171205,41,54.5,1433.4
"434","MID","APXMIDP",20171205,42,52.98,1350.5
"444","MID","APXMIDP",20171205,43,52.08,1836.25
"454","MID","APXMIDP",20171205,44,52.44,1629.75
"464","MID","APXMIDP",20171205,45,51.7,1716.25
"474","MID","APXMIDP",20171205,46,51.46,1796.65
"484","MID","APXMIDP",20171205,47,46.94,626.35
"494","MID","APXMIDP",20171205,48,44.88,694.4
"218","MID","APXMIDP",20171206,1,49.55,373
"318","MID","APXMIDP",20171206,2,51.74,416
"418","MID","APXMIDP",20171206,3,110.2,737.4
"55","MID","APXMIDP",20171206,4,50.09,509.35
"65","MID","APXMIDP",20171206,5,48.06,521.25
"75","MID","APXMIDP",20171206,6,48.13,596.1
"85","MID","APXMIDP",20171206,7,45.25,394.7
"95","MID","APXMIDP",20171206,8,45.41,381.05
"105","MID","APXMIDP",20171206,9,46.56,390
"115","MID","APXMIDP",20171206,10,44.9,394.5
"125","MID","APXMIDP",20171206,11,47.78,272.45
"135","MID","APXMIDP",20171206,12,47.18,371.9
"145","MID","APXMIDP",20171206,13,50.22,474.05
"155","MID","APXMIDP",20171206,14,46.26,966.95
"165","MID","APXMIDP",20171206,15,48.71,681.65
"175","MID","APXMIDP",20171206,16,60.41,561.95
"185","MID","APXMIDP",20171206,17,63.2,433.05
"195","MID","APXMIDP",20171206,18,72.26,496.3
"205","MID","APXMIDP",20171206,19,61.24,785.45
"219","MID","APXMIDP",20171206,20,60.14,676.15
"225","MID","APXMIDP",20171206,21,58.41,718.4
"235","MID","APXMIDP",20171206,22,56.26,775.6
"245","MID","APXMIDP",20171206,23,48.9,920.2
"255","MID","APXMIDP",20171206,24,48.47,944.1
"265","MID","APXMIDP",20171206,25,48.52,1001.65
"275","MID","APXMIDP",20171206,26,48.37,1005.4
"285","MID","APXMIDP",20171206,27,48.68,999.55
"295","MID","APXMIDP",20171206,28,48.89,981.35
"305","MID","APXMIDP",20171206,29,49.6,978.1
"319","MID","APXMIDP",20171206,30,50.29,1102.05
"325","MID","APXMIDP",20171206,31,58.47,931.4
"335","MID","APXMIDP",20171206,32,60.52,1028.55
"345","MID","APXMIDP",20171206,33,60.46,1098.6
"355","MID","APXMIDP",20171206,34,64.32,1309.25
"365","MID","APXMIDP",20171206,35,62.86,1251
"375","MID","APXMIDP",20171206,36,62.05,1362.65
"385","MID","APXMIDP",20171206,37,60.96,1349.2
"395","MID","APXMIDP",20171206,38,57.32,1884.6
"405","MID","APXMIDP",20171206,39,57.42,1600.75
"419","MID","APXMIDP",20171206,40,56.8,1621.2
"425","MID","APXMIDP",20171206,41,53.92,1626.7
"435","MID","APXMIDP",20171206,42,54.08,1606.45
"445","MID","APXMIDP",20171206,43,51.47,1740.45
"455","MID","APXMIDP",20171206,44,50.61,1736.45
"465","MID","APXMIDP",20171206,45,49.01,2158.15
"475","MID","APXMIDP",20171206,46,49.95,2295.65
"485","MID","APXMIDP",20171206,47,53.55,494.4
"495","MID","APXMIDP",20171206,48,49.04,486
"220","MID","APXMIDP",20171207,1,46.49,560.85
"320","MID","APXMIDP",20171207,2,51.8,427.35
"420","MID","APXMIDP",20171207,3,50.08,330.8
"56","MID","APXMIDP",20171207,4,43.97,312.65
"66","MID","APXMIDP",20171207,5,42.75,223.05
"76","MID","APXMIDP",20171207,6,41.19,357.05
"86","MID","APXMIDP",20171207,7,40.09,584.65
"96","MID","APXMIDP",20171207,8,39.36,567.15
"106","MID","APXMIDP",20171207,9,38.8,511.95
"116","MID","APXMIDP",20171207,10,38.55,590.95
"126","MID","APXMIDP",20171207,11,40.15,605.25
"136","MID","APXMIDP",20171207,12,40.12,391.05
"146","MID","APXMIDP",20171207,13,52.71,818.95
"156","MID","APXMIDP",20171207,14,43.77,852.55
"166","MID","APXMIDP",20171207,15,50.52,991.15
"176","MID","APXMIDP",20171207,16,50.88,589.1
"186","MID","APXMIDP",20171207,17,47.17,457.55
"196","MID","APXMIDP",20171207,18,40.65,609.8
"206","MID","APXMIDP",20171207,19,45.72,802
"2110","MID","APXMIDP",20171207,20,46.92,900.45
"226","MID","APXMIDP",20171207,21,46.8,1068.8
"236","MID","APXMIDP",20171207,22,46.95,953.9
"246","MID","APXMIDP",20171207,23,47.92,978.05
"256","MID","APXMIDP",20171207,24,47.45,1026
"266","MID","APXMIDP",20171207,25,47.1,1010.9
"276","MID","APXMIDP",20171207,26,47.07,940.15
"286","MID","APXMIDP",20171207,27,47.39,931.5
"296","MID","APXMIDP",20171207,28,47.59,880.75
"306","MID","APXMIDP",20171207,29,48.83,941.75
"3110","MID","APXMIDP",20171207,30,49.02,1037.5
"326","MID","APXMIDP",20171207,31,56.41,2039
"336","MID","APXMIDP",20171207,32,58.79,1682.6
"346","MID","APXMIDP",20171207,33,59.71,2093.55
"356","MID","APXMIDP",20171207,34,66.12,1995.2
"366","MID","APXMIDP",20171207,35,67.25,1829.95
"376","MID","APXMIDP",20171207,36,66.53,1753.9
"386","MID","APXMIDP",20171207,37,66.63,1778.4
"396","MID","APXMIDP",20171207,38,64.41,1932
"406","MID","APXMIDP",20171207,39,62.1,1404.4
"4110","MID","APXMIDP",20171207,40,57.11,1283.65
"426","MID","APXMIDP",20171207,41,58.81,1218.7
"436","MID","APXMIDP",20171207,42,58.04,1126.65
"446","MID","APXMIDP",20171207,43,55.25,1058.7
"456","MID","APXMIDP",20171207,44,55.31,1226.45
"466","MID","APXMIDP",20171207,45,53.23,1408
"476","MID","APXMIDP",20171207,46,53.55,1680.9
"486","MID","APXMIDP",20171207,47,53.23,557.95
"496","MID","APXMIDP",20171207,48,53.57,612.5
"227","MID","APXMIDP",20171208,1,51.4,424.35
"327","MID","APXMIDP",20171208,2,53.99,330.55
"427","MID","APXMIDP",20171208,3,54.79,426.95
"57","MID","APXMIDP",20171208,4,54.45,491.4
"67","MID","APXMIDP",20171208,5,49.74,308.95
"77","MID","APXMIDP",20171208,6,47.74,377.5
"87","MID","APXMIDP",20171208,7,46,544
"97","MID","APXMIDP",20171208,8,44.48,466.45
"107","MID","APXMIDP",20171208,9,45.45,412.65
"117","MID","APXMIDP",20171208,10,44.34,488.5
"127","MID","APXMIDP",20171208,11,50.8,662.1
"137","MID","APXMIDP",20171208,12,52.91,491.75
"147","MID","APXMIDP",20171208,13,63.93,694
"157","MID","APXMIDP",20171208,14,56.74,1238.5
"167","MID","APXMIDP",20171208,15,67.77,715
"177","MID","APXMIDP",20171208,16,75.22,677.1
"187","MID","APXMIDP",20171208,17,68.56,736
"197","MID","APXMIDP",20171208,18,62.93,518.55
"207","MID","APXMIDP",20171208,19,66.6,610
"2111","MID","APXMIDP",20171208,20,68.47,645.75
"228","MID","APXMIDP",20171208,21,67.5,656.3
"237","MID","APXMIDP",20171208,22,63.78,906.65
"247","MID","APXMIDP",20171208,23,55.06,885.35
"257","MID","APXMIDP",20171208,24,51.95,898.55
"267","MID","APXMIDP",20171208,25,50.54,927.95
"277","MID","APXMIDP",20171208,26,50.54,1015.75
"287","MID","APXMIDP",20171208,27,50.34,1165.25
"297","MID","APXMIDP",20171208,28,51.15,1335.2
"307","MID","APXMIDP",20171208,29,52.33,1114.05
"3111","MID","APXMIDP",20171208,30,53.16,1546.2
"328","MID","APXMIDP",20171208,31,57.48,1208.9
"337","MID","APXMIDP",20171208,32,62.73,1179.5
"347","MID","APXMIDP",20171208,33,61.32,1463.6
"357","MID","APXMIDP",20171208,34,69.9,1131.5
"367","MID","APXMIDP",20171208,35,71.68,1195.4
"377","MID","APXMIDP",20171208,36,71.67,1307.1
"387","MID","APXMIDP",20171208,37,75.21,1586.55
"397","MID","APXMIDP",20171208,38,71.38,1589
"407","MID","APXMIDP",20171208,39,66.24,1511.4
"4111","MID","APXMIDP",20171208,40,58.19,1186.1
"428","MID","APXMIDP",20171208,41,60.93,1219.85
"437","MID","APXMIDP",20171208,42,59.43,993.6
"447","MID","APXMIDP",20171208,43,57.83,838.6
"457","MID","APXMIDP",20171208,44,56.43,1089.75
"467","MID","APXMIDP",20171208,45,57.05,978.8
"477","MID","APXMIDP",20171208,46,54.39,998.4
"487","MID","APXMIDP",20171208,47,54.7,788.25
"497","MID","APXMIDP",20171208,48,52.06,448.5
"229","MID","APXMIDP",20171209,1,48.92,380.2
"329","MID","APXMIDP",20171209,2,51.8,574.55
"429","MID","APXMIDP",20171209,3,50.53,699.1
"58","MID","APXMIDP",20171209,4,47.59,570.35
"68","MID","APXMIDP",20171209,5,47.05,519.65
"78","MID","APXMIDP",20171209,6,47.05,511.45
"88","MID","APXMIDP",20171209,7,45.69,576.35
"98","MID","APXMIDP",20171209,8,45.48,569.9
"108","MID","APXMIDP",20171209,9,45.83,576.5
"118","MID","APXMIDP",20171209,10,45.82,691
"128","MID","APXMIDP",20171209,11,47.13,240.2
"138","MID","APXMIDP",20171209,12,45.7,241.6
"148","MID","APXMIDP",20171209,13,52.2,772.3
"158","MID","APXMIDP",20171209,14,50.97,793.05
"168","MID","APXMIDP",20171209,15,48.87,669.9
"178","MID","APXMIDP",20171209,16,46.95,623.1
"188","MID","APXMIDP",20171209,17,53.45,677.35
"198","MID","APXMIDP",20171209,18,56.11,876.15
"208","MID","APXMIDP",20171209,19,66.99,712.15
"2112","MID","APXMIDP",20171209,20,68.11,747.55
"2210","MID","APXMIDP",20171209,21,71.45,741.2
"238","MID","APXMIDP",20171209,22,69.89,741.05
"248","MID","APXMIDP",20171209,23,68.02,348
"258","MID","APXMIDP",20171209,24,74.7,393.65
"268","MID","APXMIDP",20171209,25,86.43,690.05
"278","MID","APXMIDP",20171209,26,72.26,863.7
"288","MID","APXMIDP",20171209,27,65.1,919.4
"298","MID","APXMIDP",20171209,28,62.73,762.15
"308","MID","APXMIDP",20171209,29,60.26,762.3
"3112","MID","APXMIDP",20171209,30,58.46,958.45
"3210","MID","APXMIDP",20171209,31,61.28,1027.3
"338","MID","APXMIDP",20171209,32,61.52,1050.6
"348","MID","APXMIDP",20171209,33,64.82,1104.15
"358","MID","APXMIDP",20171209,34,80.03,1307.55
"368","MID","APXMIDP",20171209,35,71.36,910.95
"378","MID","APXMIDP",20171209,36,68.42,939.3
"388","MID","APXMIDP",20171209,37,72.35,1120.1
"398","MID","APXMIDP",20171209,38,63.8,1222.4
"408","MID","APXMIDP",20171209,39,59.99,1186.75
"4112","MID","APXMIDP",20171209,40,58.17,1063.4
"4210","MID","APXMIDP",20171209,41,60.23,1307
"438","MID","APXMIDP",20171209,42,57.62,1144.3
"448","MID","APXMIDP",20171209,43,58.94,1401.9
"458","MID","APXMIDP",20171209,44,55.92,1248.6
"468","MID","APXMIDP",20171209,45,56.91,1350.5
"478","MID","APXMIDP",20171209,46,55.59,1534.05
"488","MID","APXMIDP",20171209,47,49.21,879.4
"498","MID","APXMIDP",20171209,48,52.26,738.9
"230","MID","APXMIDP",20171210,1,51.86,726.15
"330","MID","APXMIDP",20171210,2,52.25,670
"430","MID","APXMIDP",20171210,3,53.73,839.05
"59","MID","APXMIDP",20171210,4,53.61,889.9
"69","MID","APXMIDP",20171210,5,53.02,930.8
"79","MID","APXMIDP",20171210,6,54.66,1048.4
"89","MID","APXMIDP",20171210,7,54.04,903.5
"99","MID","APXMIDP",20171210,8,53.67,960.1
"109","MID","APXMIDP",20171210,9,52.35,751
"119","MID","APXMIDP",20171210,10,51.76,656.25
"129","MID","APXMIDP",20171210,11,50.3,575.85
"139","MID","APXMIDP",20171210,12,50.42,681.35
"149","MID","APXMIDP",20171210,13,50.95,804.25
"159","MID","APXMIDP",20171210,14,50.38,932
"169","MID","APXMIDP",20171210,15,51.4,1590.1
"179","MID","APXMIDP",20171210,16,48.49,1523.1
"189","MID","APXMIDP",20171210,17,51.58,855.35
"199","MID","APXMIDP",20171210,18,55.62,978.85
"209","MID","APXMIDP",20171210,19,54.15,852.35
"2113","MID","APXMIDP",20171210,20,54.15,1210.1
"2211","MID","APXMIDP",20171210,21,54.77,875
"239","MID","APXMIDP",20171210,22,54.57,1155.85
"249","MID","APXMIDP",20171210,23,56.11,868.55
"259","MID","APXMIDP",20171210,24,57.33,1013.4
"269","MID","APXMIDP",20171210,25,56.34,876.3
"279","MID","APXMIDP",20171210,26,56.76,917.8
"289","MID","APXMIDP",20171210,27,58.28,913.9
"299","MID","APXMIDP",20171210,28,61.7,981.65
"309","MID","APXMIDP",20171210,29,61.86,990.3
"3113","MID","APXMIDP",20171210,30,62.89,1240.9
"3211","MID","APXMIDP",20171210,31,66.97,997.6
"339","MID","APXMIDP",20171210,32,65.45,990.65
"349","MID","APXMIDP",20171210,33,75.2,875.95
"359","MID","APXMIDP",20171210,34,83.38,900.6
"369","MID","APXMIDP",20171210,35,85.01,827.4
"379","MID","APXMIDP",20171210,36,82.17,918.95
"389","MID","APXMIDP",20171210,37,76.23,1110.15
"399","MID","APXMIDP",20171210,38,73.27,1330.45
"409","MID","APXMIDP",20171210,39,60.07,1469.05
"4113","MID","APXMIDP",20171210,40,54.94,1432
"4211","MID","APXMIDP",20171210,41,56.05,1284.2
"439","MID","APXMIDP",20171210,42,54.33,1271.15
"449","MID","APXMIDP",20171210,43,54.6,1509.9
"459","MID","APXMIDP",20171210,44,52.3,1406.25
"469","MID","APXMIDP",20171210,45,54.14,1133.55
"479","MID","APXMIDP",20171210,46,52.84,1554.65
"489","MID","APXMIDP",20171210,47,49.8,296.75
"499","MID","APXMIDP",20171210,48,47.99,343.75
"240","MID","APXMIDP",20171211,1,49.33,296.5
"340","MID","APXMIDP",20171211,2,58.04,264.75
"440","MID","APXMIDP",20171211,3,56.66,322.55
"510","MID","APXMIDP",20171211,4,50.93,335.5
"610","MID","APXMIDP",20171211,5,46.87,357.9
"710","MID","APXMIDP",20171211,6,48.54,256.4
"810","MID","APXMIDP",20171211,7,47.8,371.2
"910","MID","APXMIDP",20171211,8,46.61,279.85
"1010","MID","APXMIDP",20171211,9,45.33,359.25
"1110","MID","APXMIDP",20171211,10,44.72,356.75
"1210","MID","APXMIDP",20171211,11,44.55,365.25
"1310","MID","APXMIDP",20171211,12,43.55,299.95
"1410","MID","APXMIDP",20171211,13,50.86,851.5
"1510","MID","APXMIDP",20171211,14,42.86,738.35
"1610","MID","APXMIDP",20171211,15,50.33,1437.9
"1710","MID","APXMIDP",20171211,16,55.2,1133
"1810","MID","APXMIDP",20171211,17,54.27,901.95
"1910","MID","APXMIDP",20171211,18,56.15,846.35
"2010","MID","APXMIDP",20171211,19,58.11,915.1
"2114","MID","APXMIDP",20171211,20,60.69,973.7
"2212","MID","APXMIDP",20171211,21,64.34,1038.25
"2310","MID","APXMIDP",20171211,22,65.21,1070.95
"2410","MID","APXMIDP",20171211,23,69.58,944.8
"2510","MID","APXMIDP",20171211,24,66.33,891.65
"2610","MID","APXMIDP",20171211,25,67.18,927.45
"2710","MID","APXMIDP",20171211,26,67.37,1065.8
"2810","MID","APXMIDP",20171211,27,63.09,1152.95
"2910","MID","APXMIDP",20171211,28,62.45,1124.55
"3010","MID","APXMIDP",20171211,29,62.77,1316.95
"3114","MID","APXMIDP",20171211,30,60.19,1369.7
"3212","MID","APXMIDP",20171211,31,69.57,1391.1
"3310","MID","APXMIDP",20171211,32,74.93,1333.15
